i_ano_compt;i_mes_compt;i_desc_car_int_atend;i_desc_complex_proc;i_desc_estab_cnes;i_desc_proc_realizado;i_qtd;id
2022;6;BPA-C;Média complexidade;9622918 - CEO - Taguatinga;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);16;20002
2022;8;BPA-C;Média complexidade;0010480 - HRC;0409050067 - PLASTICA DE FREIO BALANO-PREPUCIAL;1;20402
2022;9;Eletivo;Média complexidade;0010510 - HUB;0409060089 - EXCISÃO TIPO I DO COLO UTERINO;1;20740
2022;12;Eletivo;Média complexidade;0010464 - HRAN;0409070165 - EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO);1;21571
2022;10;Eletivo;Alta complexidade;0010499 - HRT;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;0;20996
2022;10;Eletivo;Alta complexidade;0010510 - HUB;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;6;21019
2022;5;Eletivo;Média complexidade;0010464 - HRAN;0413010058 - CURATIVO EM PEQUENO QUEIMADO;350;19497
2022;3;Urgência;Média complexidade;0010529 - HRPl;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;1;18980
2022;2;Eletivo;Média complexidade;0010537 - HMIB;0414020057 - CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR;138;18711
2022;4;BPA-C;Atenção Básica;9676473 - CEO-Ceilândia I;0414020138 - EXODONTIA DE DENTE PERMANENTE;38;19391
2022;7;BPA-C;Média complexidade;9516212 - Policlínica Paranoá;0415040043 - DEBRIDAMENTO DE ULCERA / NECROSE;4;20228
2022;7;BPA-C;Média complexidade;0010456 - HBDF;0407010319 - TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO;1;20059
2022;11;Eletivo;Média complexidade;5717515 - HRSM;0414020200 - MARSUPIALIZAÇÃO DE CISTOS E PSEUDOCISTOS;2;21406
2022;7;Eletivo;Média complexidade;3055450 - CBV;0405050119 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR RIGIDA;5;20188
2022;1;Eletivo;Média complexidade;0010502 - HRS;0407020136 - DRENAGEM DE ABSCESSO ANU-RETAL;1;18414
2022;6;Eletivo;Média complexidade;0010537 - HMIB;0414020154 - GENGIVECTOMIA (POR SEXTANTE);1;19900
2022;9;BPA-C;Atenção Básica;0010472 - HRG;0414020120 - EXODONTIA DE DENTE DECÍDUO;2;20699
2022;3;BPA-C;Atenção Básica;0011347 - Adolescentro;0414020138 - EXODONTIA DE DENTE PERMANENTE;8;19009
2022;1;BPA-C;Média complexidade;9414754 - Policlínica Sobradinho;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;3;18512
2022;12;Eletivo;Alta complexidade;7491484 - Renal Vida;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;3;21729
2022;6;Eletivo;Média complexidade;0010456 - HBDF;0405010184 - TRATAMENTO CIRURGICO DE BLEFAROCALASE;2;19786
2022;6;Eletivo;Média complexidade;0010510 - HUB;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);60;19878
2022;4;Eletivo;Média complexidade;0010472 - HRG;0408050241 - REDUCAO INCRUENTA DE FRATURA DOS OSSOS DO TARSO;1;19219
2022;7;Eletivo;Alta complexidade;0010510 - HUB;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;4;20127
2022;3;Eletivo;Alta complexidade;3224228 - Renal Care;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;9;19028
2022;8;Eletivo;Média complexidade;3055450 - CBV;0405050291 - SUTURA DE CONJUNTIVA;46;20505
2022;1;Eletivo;Alta complexidade;2779420 - Soclimed;0418010013 - CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTIA DE POLITETRAFLUORETILENO (PTFE);4;18475
2022;2;Eletivo;Alta complexidade;7491484 - CNRV;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;5;18764
2022;4;BPA-C;Média complexidade;9690719 - CEO-Sobradinho;0414020022 - APICECTOMIA COM OU SEM OBTURAÇÃO RETRÓGRADA;2;19399
2022;6;BPA-C;Média complexidade;9622918 - CEO - Taguatinga;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);195;20001
2022;3;BPA-C;Média complexidade;9578501 - Policlínica Ceilândia II;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;12;19061
2022;6;Eletivo;Média complexidade;0010510 - HUB;0414020294 - REMOÇÃO DE TORUS E EXOSTOSES;1;19879
2022;10;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020200 - MARSUPIALIZAÇÃO DE CISTOS E PSEUDOCISTOS;1;21198
2022;7;Eletivo;Alta complexidade;9967486 - IBRANE;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;5;20316
2022;5;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0407020160 - ELETROCAUTERIZACAO DE LESAO TRANSPARIETAL DE ANUS;5;19691
2022;10;Eletivo;Média complexidade;0010464 - HRAN;0413010040 - CURATIVO EM MEDIO QUEIMADO;1831;20984
2022;8;Urgência;Média complexidade;0010456 - HBDF;0407040196 - PARACENTESE ABDOMINAL;1;20368
2022;4;Eletivo;Média complexidade;0010456 - HBDF;0405040202 - TRATAMENTO DE PTOSE PALPEBRAL;1;19184
2022;12;BPA-C;Média complexidade;9622918 - CEO - Taguatinga;0414020057 - CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR;18;21766
2022;10;Urgência;Média complexidade;0939145 - UPA Gama;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;1;21060
2022;4;BPA-C;Média complexidade;0010499 - HRT;0405050259 - RETIRADA DE CORPO ESTRANHO DA CORNEA;63;19230
2022;6;BPA-C;Média complexidade;0010464 - HRAN;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;1;19806
2022;5;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020073 - CURETAGEM PERIAPICAL;30;19746
2022;4;Eletivo;Média complexidade;3055450 - CBV;0405030096 - SUTURA DE ESCLERA;26;19311
2022;3;BPA-C;Média complexidade;0010456 - HBDF;0405050305 - SUTURA DE CORNEA;1;18867
2022;2;Eletivo;Alta complexidade;2779420 - Soclimed;0418020019 - INTERVENCAO EM FISTULA ARTERIO-VENOSA;1;18733
2022;3;BPA-C;Atenção Básica;9622845 - CEO Policl Taguatinga;0414020138 - EXODONTIA DE DENTE PERMANENTE;2;19084
2022;2;BPA-C;Média complexidade;9578501 - Policlínica Ceilândia II;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;2;18776
2022;6;Eletivo;Média complexidade;0010456 - HBDF;0405040075 - EVISCERACAO DE GLOBO OCULAR;1;19790
2022;6;Eletivo;Média complexidade;0010456 - HBDF;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;25;19779
2022;12;BPA-C;Média complexidade;9676473 - CEO - Ceilândia I;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;6;21774
2022;6;Eletivo;Alta complexidade;7980221 - Visão Hosp. de Olhos;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;46;19966
2022;11;Eletivo;Média complexidade;0010472 - HRG;0407010254 - RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA;9;21282
2022;2;Eletivo;Alta complexidade;0010464 - HRAN;0413010031 - CURATIVO EM GRANDE QUEIMADO;96;18624
2022;12;BPA-C;Média complexidade;0010456 - HBDF;0404020623 - RETIRADA DE MATERIAL DE SÍNTESE ÓSSEA / DENTÁRIA;5;21525
2022;4;Eletivo;Média complexidade;0010456 - HBDF;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;8;19176
2022;5;BPA-C;Média complexidade;0010766 - CEO - 712 912 Sul;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;1;19592
2022;11;BPA-C;Média complexidade;0010456 - HBDF;0404010091 - DUCHA DE POLITZER (UNI / BILATERAL);1;21224
2022;6;Urgência;Alta complexidade;0010502 - HRS;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;3;19849
2022;3;BPA-C;Média complexidade;0010499 - HRT;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;5;18930
2022;5;Eletivo;Alta complexidade;0010456 - HBDF;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;2;19442
2022;2;Eletivo;Alta complexidade;7929129 - Cl de Olhos Dr João Eugenio;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;158;18768
2022;5;BPA-C;Atenção Básica;0010545 - HRBz;0414020138 - EXODONTIA DE DENTE PERMANENTE;6;19587
2022;12;Eletivo;Média complexidade;6876617 - HCB;0409020036 - EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO NA URETRA C/ CISTOSCOPIA;2;21725
2022;3;BPA-C;Média complexidade;0010456 - HBDF;0405050259 - RETIRADA DE CORPO ESTRANHO DA CORNEA;23;18866
2022;8;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;12;20634
2022;2;Eletivo;Média complexidade;0010472 - HRG;0407010254 - RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA;7;18645
2022;11;Eletivo;Média complexidade;0010456 - HBDF;0405050089 - EXERESE DE TUMOR DE CONJUNTIVA;1;21248
2022;6;BPA-C;Média complexidade;9676473 - CEO - Ceilândia I;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);1;20010
2022;6;Eletivo;Alta complexidade;0010510 - HUB;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;1;19860
2022;9;Eletivo;Média complexidade;5717515 - HRSM;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);50;20823
2022;6;BPA-C;Atenção Básica;5717515 - HRSM;0414020120 - EXODONTIA DE DENTE DECÍDUO;4;19936
2022;2;Eletivo;Média complexidade;5717515 - HRSM;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;3;18750
2022;10;BPA-C;Atenção Básica;9715797 - CEO - Guará;0414020138 - EXODONTIA DE DENTE PERMANENTE;37;21187
2022;3;Eletivo;Média complexidade;5598575 - Policlínica Gama;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;1;19031
2022;5;Eletivo;Média complexidade;0010510 - HUB;0405030053 - INJECAO INTRA-VITREO;3;19546
2022;2;BPA-C;Média complexidade;0010499 - HRT;0405050259 - RETIRADA DE CORPO ESTRANHO DA CORNEA;49;18655
2022;6;BPA-C;Atenção Básica;7592477 - UPA Sobradinho;0414020138 - EXODONTIA DE DENTE PERMANENTE;8;19964
2022;2;BPA-C;Atenção Básica;9764860 - CEO - Gama;0414020138 - EXODONTIA DE DENTE PERMANENTE;14;18832
2022;9;BPA-C;Média complexidade;0010472 - HRG;0407020314 - LIGADURA ELASTICA DE HEMORROIDAS (SESSAO);1;20702
2022;2;Eletivo;Atenção Básica;0010510 - HUB;0414020359 - TRATAMENTO CIRÚRGICO DE HEMORRAGIA BUCO-DENTAL;1;18674
2022;3;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);22;19147
2022;10;Eletivo;Média complexidade;0010456 - HBDF;0405050321 - TRABECULECTOMIA;5;20963
2022;9;Eletivo;Média complexidade;0010537 - HMIB;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);11;20769
2022;5;Eletivo;Média complexidade;0010510 - HUB;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;554;19542
2022;1;BPA-C;Média complexidade;9622918 - CEO-Taguatinga;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;10;18549
2022;4;BPA-C;Média complexidade;9778136 - CEO - Asa Norte;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);64;19433
2022;3;Eletivo;Alta complexidade;0010456 - HBDF;0407030115 - DRENAGEM BILIAR PERCUTANEA INTERNA;1;18854
2022;7;BPA-C;Média complexidade;9690735 - CEO - Planaltina;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;58;20285
2022;11;Eletivo;Atenção Básica;5717515 - HRSM;0414020430 - EXODONTIA DE DENTE SUPRANUMERÁRIO;1;21391
2022;6;Eletivo;Média complexidade;3055450 - CBV;0405050291 - SUTURA DE CONJUNTIVA;31;19929
2022;4;Eletivo;Média complexidade;0010472 - HRG;0408050292 - REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO TARSO-METATARSICA;1;19221
2022;9;Eletivo;Média complexidade;5717515 - HRSM;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;1;20822
2022;4;BPA-C;Média complexidade;9578536 - Policlínica Brazlândia;0406020132 - EXCISAO E SUTURA DE HEMANGIOMA;1;19360
2022;11;Eletivo;Média complexidade;0010456 - HBDF;0405010036 - DACRIOCISTORRINOSTOMIA;3;21242
2022;7;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020065 - CORREÇÃO DE TUBEROSIDADE DO MAXILAR;22;20240
2022;10;Eletivo;Alta complexidade;0010456 - HBDF;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;42;20923
2022;11;Urgência;Média complexidade;5717515 - HRSM;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;1;21411
2022;9;Eletivo;Média complexidade;7929129 - Clinica de Olhos Dr João Eugenio;0405050020 - CAPSULOTOMIA A YAG LASER;1;20837
2022;10;Eletivo;Alta complexidade;0010456 - HBDF;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;66;20922
2022;3;Eletivo;Média complexidade;7111924 - UPA N Bandeirante;0407040196 - PARACENTESE ABDOMINAL;2;19046
2022;7;Urgência;Alta complexidade;0010502 - HRS;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;14;20125
2022;4;Eletivo;Média complexidade;0010510 - HUB;0409040142 - ORQUIECTOMIA SUBCAPSULAR BILATERAL;1;19258
2022;6;Eletivo;Média complexidade;6876617 - HCB;0407020128 - DILATACAO DIGITAL / INSTRUMENTAL DO ANUS E/OU RETO;1;19960
2022;11;BPA-C;Média complexidade;0010456 - HBDF;0407010319 - TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO;1;21235
2022;3;Eletivo;Média complexidade;0010537 - HMIB;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);50;18993
2022;2;Eletivo;Média complexidade;3055450 - CBV;0405050291 - SUTURA DE CONJUNTIVA;33;18742
2022;2;Eletivo;Alta complexidade;3224228 - Renal Care;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;2;18744
2022;10;BPA-C;Atenção Básica;9622845 - CEO - Policlínica Taguatinga;0414020138 - EXODONTIA DE DENTE PERMANENTE;12;21158
2022;10;Eletivo;Média complexidade;5717515 - HRSM;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;14;21104
2022;3;BPA-C;Média complexidade;9690719 - CEO-Sobradinho;0414020073 - CURETAGEM PERIAPICAL;1;19112
2022;11;Eletivo;Média complexidade;5717515 - HRSM;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;2;21393
2022;9;BPA-C;Atenção Básica;0010499 - HRT;0413010023 - ATENDIMENTO DE URGÊNCIA EM PEQUENO QUEIMADO;2;20708
2022;1;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;2;18577
2022;1;BPA-C;Atenção Básica;7592477 - UPA Sobradinho;0414020405 - ULOTOMIA/ULECTOMIA;1;18511
2022;7;BPA-C;Média complexidade;9578536 - Policlínica Brazlândia;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;1;20233
2022;9;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0407010319 - TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO;1;20861
2022;6;Eletivo;Média complexidade;3055450 - CBV;0405030045 - FOTOCOAGULACAO A LASER;5;19920
2022;4;BPA-C;Média complexidade;0010766 - CEO 712 912 Sul;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;1;19294
2022;3;Eletivo;Média complexidade;0010456 - HBDF;0404010342 - TAMPONAMENTO NASAL ANTERIOR E/OU POSTERIOR;14;18873
2022;8;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);54;20581
2022;5;Eletivo;Média complexidade;3055450 - CBV;0405030045 - FOTOCOAGULACAO A LASER;2;19610
2022;5;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020065 - CORREÇÃO DE TUBEROSIDADE DO MAXILAR;20;19682
2022;4;BPA-C;Atenção Básica;0010545 - HRBz;0414020138 - EXODONTIA DE DENTE PERMANENTE;4;19285
2022;3;BPA-C;Média complexidade;0010456 - HBDF;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;32;18859
2022;12;Eletivo;Média complexidade;0010456 - HBDF;0405040202 - TRATAMENTO DE PTOSE PALPEBRAL;1;21545
2022;3;Eletivo;Média complexidade;0010472 - HRG;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;2;18911
2022;4;Eletivo;Alta complexidade;0010456 - HBDF;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;28;19158
2022;11;Urgência;Média complexidade;0010456 - HBDF;0408020172 - REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO;1;21259
2022;5;BPA-C;Atenção Básica;0010472 - HRG;0414020138 - EXODONTIA DE DENTE PERMANENTE;12;19499
2022;11;BPA-C;Atenção Básica;9622845 - CEO - Policlínica Taguatinga;0414020405 - ULOTOMIA/ULECTOMIA;2;21459
2022;6;BPA-C;Atenção Básica;9764860 - CEO - Gama;0414020120 - EXODONTIA DE DENTE DECÍDUO;4;20025
2022;8;Eletivo;Alta complexidade;0010499 - HRT;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;25;20406
2022;2;BPA-C;Média complexidade;9578560 - CEO-Ceilândia II;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;17;18784
2022;8;Eletivo;Média complexidade;0010510 - HUB;0414020073 - CURETAGEM PERIAPICAL;84;20449
2022;4;BPA-C;Média complexidade;9690719 - CEO-Sobradinho;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;16;19400
2022;8;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;27;20580
2022;7;Eletivo;Atenção Básica;0010537 - HMIB;0414020138 - EXODONTIA DE DENTE PERMANENTE;106;20159
2022;4;BPA-C;Média complexidade;0010766 - CEO 712 912 Sul;0414020154 - GENGIVECTOMIA (POR SEXTANTE);1;19293
2022;9;Eletivo;Média complexidade;0010464 - HRAN;0404010342 - TAMPONAMENTO NASAL ANTERIOR E/OU POSTERIOR;2;20688
2022;10;BPA-C;Média complexidade;9690735 - CEO - Planaltina;0414020081 - ENXERTO GENGIVAL;1;21184
2022;8;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;1;20633
2022;2;Eletivo;Média complexidade;0010472 - HRG;0408050276 - REDUCAO INCRUENTA DE LUXACAO FEMURO-PATELAR;1;18646
2022;3;Eletivo;Alta complexidade;0010510 - HUB;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;5;18950
2022;6;Eletivo;Média complexidade;0010464 - HRAN;0407010254 - RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA;2;19813
2022;9;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020154 - GENGIVECTOMIA (POR SEXTANTE);2;20870
2022;4;Eletivo;Média complexidade;0010456 - HBDF;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;4;19178
2022;12;BPA-C;Atenção Básica;0010464 - HRAN;0413010023 - ATENDIMENTO DE URGÊNCIA EM PEQUENO QUEIMADO;26;21559
2022;3;BPA-C;Atenção Básica;0010472 - HRG;0414020138 - EXODONTIA DE DENTE PERMANENTE;20;18909
2022;3;BPA-C;Atenção Básica;0011347 - Adolescentro;0414020120 - EXODONTIA DE DENTE DECÍDUO;2;19008
2022;1;BPA-C;Atenção Básica;0010456 - HBDF;0404010300 - RETIRADA DE CORPO ESTRANHO DA CAVIDADE AUDITIVA E NASAL;6;18331
2022;4;BPA-C;Média complexidade;9622918 - CEO-Taguatinga;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);15;19388
2022;9;BPA-C;Atenção Básica;9622845 - CEO - Policlínica Taguatinga;0414020405 - ULOTOMIA/ULECTOMIA;1;20867
2022;2;Eletivo;Média complexidade;0010510 - HUB;0414020154 - GENGIVECTOMIA (POR SEXTANTE);4;18686
2022;3;Eletivo;Atenção Básica;0010537 - HMIB;0414020120 - EXODONTIA DE DENTE DECÍDUO;14;18983
2022;4;Eletivo;Média complexidade;5717515 - HRSM;0404020445 - CONTENÇÃO DE DENTES POR SPLINTAGEM;1;19325
2022;4;BPA-C;Atenção Básica;9690719 - CEO-Sobradinho;0414020405 - ULOTOMIA/ULECTOMIA;1;19398
2022;8;Eletivo;Média complexidade;0010537 - HMIB;0409040240 - VASECTOMIA;6;20470
2022;3;BPA-C;Atenção Básica;9690735 - CEO-Planaltina;0414020138 - EXODONTIA DE DENTE PERMANENTE;43;19118
2022;8;Eletivo;Média complexidade;0010456 - HBDF;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;8;20346
2022;3;Eletivo;Alta complexidade;0010510 - HUB;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;2;18953
2022;5;BPA-C;Atenção Básica;0010499 - HRT;0413010023 - ATENDIMENTO DE URGÊNCIA EM PEQUENO QUEIMADO;3;19517
2022;6;Eletivo;Atenção Básica;9778136 - CEO - Asa Norte;0414020430 - EXODONTIA DE DENTE SUPRANUMERÁRIO;1;20041
2022;8;Eletivo;Alta complexidade;3459918 - Nephron Brasília;0418020019 - INTERVENCAO EM FISTULA ARTERIO-VENOSA;1;20508
2022;4;Eletivo;Alta complexidade;0010499 - HRT;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;96;19225
2022;2;Urgência;Média complexidade;0010529 - HRPl;0408020199 - REDUÇÃO INCRUENTA DE FRATURA DA DIÁFISE DO ÚMERO;2;18700
2022;12;BPA-C;Atenção Básica;0010456 - HBDF;0414020359 - TRATAMENTO CIRÚRGICO DE HEMORRAGIA BUCO-DENTAL;1;21521
2022;1;Eletivo;Média complexidade;0010510 - HUB;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);69;18435
2022;12;Eletivo;Média complexidade;9622918 - CEO - Taguatinga;0404020445 - CONTENÇÃO DE DENTES POR SPLINTAGEM;6;21770
2022;8;BPA-C;Média complexidade;0010499 - HRT;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;21;20415
2022;7;BPA-C;Média complexidade;0010499 - HRT;0414020057 - CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR;1;20116
2022;4;BPA-C;Média complexidade;0010537 - HMIB;0406020094 - DISSECÇÃO DE VEIA / ARTÉRIA;1;19279
2022;12;Eletivo;Alta complexidade;2779420 - Davita NEFRO Asa Sul;0418010013 - CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTIA DE POLITETRAFLUORETILENO (PTFE);3;21657
2022;2;BPA-C;Média complexidade;9715797 - CEO-Guará;0414020057 - CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR;22;18827
2022;12;BPA-C;Média complexidade;0010502 - HRS;0406020132 - EXCISAO E SUTURA DE HEMANGIOMA;2;21597
2022;3;Eletivo;Média complexidade;0010464 - HRAN;0413010058 - CURATIVO EM PEQUENO QUEIMADO;301;18906
2022;2;BPA-C;Média complexidade;9578501 - Policlínica Ceilândia II;0407010319 - TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO;1;18777
2022;8;Eletivo;Média complexidade;5717515 - HRSM;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;6;20517
2022;3;BPA-C;Atenção Básica;9715797 - CEO-Guará;0414020120 - EXODONTIA DE DENTE DECÍDUO;2;19124
2022;9;Eletivo;Média complexidade;9621709 - Policlínica II Taguatinga;0407010254 - RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA;10;20864
2022;10;BPA-C;Média complexidade;6876617 - HCB;0409010154 - EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO EM URETER;1;21123
2022;5;BPA-C;Média complexidade;9622918 - CEO - Taguatinga;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);22;19715
2022;5;BPA-C;Média complexidade;9578501 - Policlínica II Ceilândia;0405050259 - RETIRADA DE CORPO ESTRANHO DA CORNEA;1;19672
2022;2;Urgência;Alta complexidade;0010502 - HRS;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;3;18659
2022;8;Eletivo;Média complexidade;0010510 - HUB;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;655;20434
2022;5;Eletivo;Média complexidade;0010510 - HUB;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;1;19552
2022;4;BPA-C;Média complexidade;0010456 - HBDF;0404020445 - CONTENÇÃO DE DENTES POR SPLINTAGEM;2;19163
2022;6;Eletivo;Média complexidade;3055450 - CBV;0405050119 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR RIGIDA;11;19928
2022;8;Eletivo;Alta complexidade;7491484 - Renal Vida;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;1;20537
2022;7;Eletivo;Média complexidade;5717515 - HRSM;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS;5;20198
